placekey,location_name,street_address,city,date_range_start,latitude,longitude,raw_visit_counts,Rank,same_day_brand,same_day_brand_value,same_month_brand,same_month_brand_value
225-222@5sb-94j-n5z,Chipotle Mexican Grill,751 S Perryville Rd,Rockford,2019-09-01T00:00:00-05:00,42.26449,-88.980621,825,4,Woodman's Market,3,Culver's,35
225-222@5sb-94j-n5z,Chipotle Mexican Grill,751 S Perryville Rd,Rockford,2019-09-01T00:00:00-05:00,42.26449,-88.980621,825,5,Starbucks,3,Mobil,33
222-222@8fx-zdp-85f,Chipotle Mexican Grill,1563 W New Haven Ave,West Melbourne,2021-10-01T00:00:00-04:00,28.078442,-80.647515,887,1,Walmart,9,Walmart,69
222-222@8fx-zdp-85f,Chipotle Mexican Grill,1563 W New Haven Ave,West Melbourne,2021-10-01T00:00:00-04:00,28.078442,-80.647515,887,2,McDonald's,9,McDonald's,62
222-222@8fx-zdp-85f,Chipotle Mexican Grill,1563 W New Haven Ave,West Melbourne,2021-10-01T00:00:00-04:00,28.078442,-80.647515,887,3,Wawa,8,Wawa,52
222-222@8fx-zdp-85f,Chipotle Mexican Grill,1563 W New Haven Ave,West Melbourne,2021-10-01T00:00:00-04:00,28.078442,-80.647515,887,4,7-Eleven,5,7-Eleven,48
222-222@8fx-zdp-85f,Chipotle Mexican Grill,1563 W New Haven Ave,West Melbourne,2021-10-01T00:00:00-04:00,28.078442,-80.647515,887,5,Starbucks,5,Chick-fil-A,41
223-222@5qv-258-8gk,Chipotle Mexican Grill,415 E Hall of Fame Ave,Stillwater,2020-12-01T00:00:00-06:00,36.126472,-97.053388,470,1,Walmart,14,Walmart,83
223-222@5qv-258-8gk,Chipotle Mexican Grill,415 E Hall of Fame Ave,Stillwater,2020-12-01T00:00:00-06:00,36.126472,-97.053388,470,2,Chick-fil-A,7,Chick-fil-A,51
223-222@5qv-258-8gk,Chipotle Mexican Grill,415 E Hall of Fame Ave,Stillwater,2020-12-01T00:00:00-06:00,36.126472,-97.053388,470,3,OnCue,6,McDonald's,51
223-222@5qv-258-8gk,Chipotle Mexican Grill,415 E Hall of Fame Ave,Stillwater,2020-12-01T00:00:00-06:00,36.126472,-97.053388,470,4,Sonic,5,Sonic,48
223-222@5qv-258-8gk,Chipotle Mexican Grill,415 E Hall of Fame Ave,Stillwater,2020-12-01T00:00:00-06:00,36.126472,-97.053388,470,5,T.J. Maxx,5,OnCue,42
zzw-224@8fw-5fh-xwk,Chipotle Mexican Grill,19151 S Dixie Hwy,Cutler Bay,2021-09-01T00:00:00-04:00,25.589608,-80.358702,582,1,McDonald's,6,McDonald's,62
zzw-224@8fw-5fh-xwk,Chipotle Mexican Grill,19151 S Dixie Hwy,Cutler Bay,2021-09-01T00:00:00-04:00,25.589608,-80.358702,582,2,Walmart,5,Shell Oil,48
zzw-224@8fw-5fh-xwk,Chipotle Mexican Grill,19151 S Dixie Hwy,Cutler Bay,2021-09-01T00:00:00-04:00,25.589608,-80.358702,582,3,Starbucks,5,Starbucks,42
zzw-224@8fw-5fh-xwk,Chipotle Mexican Grill,19151 S Dixie Hwy,Cutler Bay,2021-09-01T00:00:00-04:00,25.589608,-80.358702,582,4,Publix Super Markets,4,Walmart,42
zzw-224@8fw-5fh-xwk,Chipotle Mexican Grill,19151 S Dixie Hwy,Cutler Bay,2021-09-01T00:00:00-04:00,25.589608,-80.358702,582,5,Shell Oil,4,Publix Super Markets,40
227-222@627-s8j-2kz,Chipotle Mexican Grill,117 E 14th St,New York,2021-11-01T00:00:00-04:00,40.734249,-73.98883,506,1,Starbucks,5,Starbucks,36
227-222@627-s8j-2kz,Chipotle Mexican Grill,117 E 14th St,New York,2021-11-01T00:00:00-04:00,40.734249,-73.98883,506,2,Dunkin',4,McDonald's,32
227-222@627-s8j-2kz,Chipotle Mexican Grill,117 E 14th St,New York,2021-11-01T00:00:00-04:00,40.734249,-73.98883,506,3,Target,2,Dunkin',31
227-222@627-s8j-2kz,Chipotle Mexican Grill,117 E 14th St,New York,2021-11-01T00:00:00-04:00,40.734249,-73.98883,506,4,McDonald's,2,Subway,21
227-222@627-s8j-2kz,Chipotle Mexican Grill,117 E 14th St,New York,2021-11-01T00:00:00-04:00,40.734249,-73.98883,506,5,CVS,2,Target,19
225-222@63r-7y3-4n5,Chipotle Mexican Grill,6770 Richmond Hwy,Groveton,2021-09-01T00:00:00-04:00,38.770636,-77.082257,484,1,McDonald's,10,McDonald's,64
225-222@63r-7y3-4n5,Chipotle Mexican Grill,6770 Richmond Hwy,Groveton,2021-09-01T00:00:00-04:00,38.770636,-77.082257,484,2,Walmart,9,Walmart,59
225-222@63r-7y3-4n5,Chipotle Mexican Grill,6770 Richmond Hwy,Groveton,2021-09-01T00:00:00-04:00,38.770636,-77.082257,484,3,7-Eleven,8,7-Eleven,56
225-222@63r-7y3-4n5,Chipotle Mexican Grill,6770 Richmond Hwy,Groveton,2021-09-01T00:00:00-04:00,38.770636,-77.082257,484,4,Shell Oil,6,Target,40
225-222@63r-7y3-4n5,Chipotle Mexican Grill,6770 Richmond Hwy,Groveton,2021-09-01T00:00:00-04:00,38.770636,-77.082257,484,5,CVS,5,Shell Oil,40
226-222@8fz-thw-wp9,Chipotle Mexican Grill,6274 W Indiantown Rd Ste A,Jupiter,2019-06-01T00:00:00-04:00,26.934231,-80.130647,1405,1,Walmart,5,Walmart,47
226-222@8fz-thw-wp9,Chipotle Mexican Grill,6274 W Indiantown Rd Ste A,Jupiter,2019-06-01T00:00:00-04:00,26.934231,-80.130647,1405,2,McDonald's,4,McDonald's,45
226-222@8fz-thw-wp9,Chipotle Mexican Grill,6274 W Indiantown Rd Ste A,Jupiter,2019-06-01T00:00:00-04:00,26.934231,-80.130647,1405,3,Starbucks,4,Publix Super Markets,43
226-222@8fz-thw-wp9,Chipotle Mexican Grill,6274 W Indiantown Rd Ste A,Jupiter,2019-06-01T00:00:00-04:00,26.934231,-80.130647,1405,4,Leslie's Swimming Pool Supplies,4,Starbucks,39
226-222@8fz-thw-wp9,Chipotle Mexican Grill,6274 W Indiantown Rd Ste A,Jupiter,2019-06-01T00:00:00-04:00,26.934231,-80.130647,1405,5,Mobil,4,Mobil,38
zzw-222@8fw-779-snq,Chipotle Mexican Grill,10141 W Flagler St Ste 100,Miami,2019-02-01T00:00:00-05:00,25.769278,-80.359828,466,1,Panera Bread,5,McDonald's,48
zzw-222@8fw-779-snq,Chipotle Mexican Grill,10141 W Flagler St Ste 100,Miami,2019-02-01T00:00:00-05:00,25.769278,-80.359828,466,2,Walmart,5,Walmart,43
zzw-222@8fw-779-snq,Chipotle Mexican Grill,10141 W Flagler St Ste 100,Miami,2019-02-01T00:00:00-05:00,25.769278,-80.359828,466,3,McDonald's,5,Simon mall,41
zzw-222@8fw-779-snq,Chipotle Mexican Grill,10141 W Flagler St Ste 100,Miami,2019-02-01T00:00:00-05:00,25.769278,-80.359828,466,4,Publix Super Markets,5,Publix Super Markets,38
zzw-222@8fw-779-snq,Chipotle Mexican Grill,10141 W Flagler St Ste 100,Miami,2019-02-01T00:00:00-05:00,25.769278,-80.359828,466,5,T.J. Maxx,3,CVS,31
228-222@63s-yb6-y5f,Chipotle Mexican Grill,631 Baltimore Blvd Unit 102,Westminster,2021-07-01T00:00:00-04:00,39.562076,-76.971639,278,1,Wawa,9,Walmart,65
228-222@63s-yb6-y5f,Chipotle Mexican Grill,631 Baltimore Blvd Unit 102,Westminster,2021-07-01T00:00:00-04:00,39.562076,-76.971639,278,2,Chick-fil-A,8,McDonald's,63
228-222@63s-yb6-y5f,Chipotle Mexican Grill,631 Baltimore Blvd Unit 102,Westminster,2021-07-01T00:00:00-04:00,39.562076,-76.971639,278,3,McDonald's,8,Chick-fil-A,59
228-222@63s-yb6-y5f,Chipotle Mexican Grill,631 Baltimore Blvd Unit 102,Westminster,2021-07-01T00:00:00-04:00,39.562076,-76.971639,278,4,Sheetz,7,Sheetz,54
228-222@63s-yb6-y5f,Chipotle Mexican Grill,631 Baltimore Blvd Unit 102,Westminster,2021-07-01T00:00:00-04:00,39.562076,-76.971639,278,5,Burger King,7,Dunkin',43
224-222@5ny-ws2-8jv,Chipotle Mexican Grill,2801 Pine Lake Rd Ste V,Lincoln,2020-01-01T00:00:00-06:00,40.739225,-96.679444,270,1,Phillips 66,7,Walmart,53
224-222@5ny-ws2-8jv,Chipotle Mexican Grill,2801 Pine Lake Rd Ste V,Lincoln,2020-01-01T00:00:00-06:00,40.739225,-96.679444,270,2,Walmart,5,Phillips 66,45
224-222@5ny-ws2-8jv,Chipotle Mexican Grill,2801 Pine Lake Rd Ste V,Lincoln,2020-01-01T00:00:00-06:00,40.739225,-96.679444,270,3,Costco,4,Target,40
224-222@5ny-ws2-8jv,Chipotle Mexican Grill,2801 Pine Lake Rd Ste V,Lincoln,2020-01-01T00:00:00-06:00,40.739225,-96.679444,270,4,McDonald's,4,McDonald's,34
224-222@5ny-ws2-8jv,Chipotle Mexican Grill,2801 Pine Lake Rd Ste V,Lincoln,2020-01-01T00:00:00-06:00,40.739225,-96.679444,270,5,Target,4,Runza,32
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2020-12-01T00:00:00-05:00,27.037403,-82.21618,357,1,Walmart,19,Walmart,77
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2020-12-01T00:00:00-05:00,27.037403,-82.21618,357,2,Publix Super Markets,12,McDonald's,61
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2020-12-01T00:00:00-05:00,27.037403,-82.21618,357,3,McDonald's,6,Publix Super Markets,45
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2020-12-01T00:00:00-05:00,27.037403,-82.21618,357,4,Starbucks,5,Target,44
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2020-12-01T00:00:00-05:00,27.037403,-82.21618,357,5,T.J. Maxx,5,Shell Oil,43
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2019-03-01T00:00:00-05:00,27.037403,-82.21618,213,1,Publix Super Markets,16,Walmart,72
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2019-03-01T00:00:00-05:00,27.037403,-82.21618,213,2,Walmart,11,Publix Super Markets,52
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2019-03-01T00:00:00-05:00,27.037403,-82.21618,213,3,RaceTrac,6,McDonald's,50
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2019-03-01T00:00:00-05:00,27.037403,-82.21618,213,4,The Home Depot,4,RaceTrac,37
222-222@8dk-mkx-c5z,Chipotle Mexican Grill,17019 Tamiami Trl,North Port,2019-03-01T00:00:00-05:00,27.037403,-82.21618,213,5,Kay Jewelers,4,Chick-fil-A,37
zzw-222@63r-6np-249,Chipotle Mexican Grill,2600 Connecticut Ave NW Ste 200,Washington,2022-03-01T00:00:00-05:00,38.923724,-77.052,108,1,McDonald's,14,McDonald's,56
zzw-222@63r-6np-249,Chipotle Mexican Grill,2600 Connecticut Ave NW Ste 200,Washington,2022-03-01T00:00:00-05:00,38.923724,-77.052,108,2,Omni Hotels & Resorts,12,Starbucks,44
zzw-222@63r-6np-249,Chipotle Mexican Grill,2600 Connecticut Ave NW Ste 200,Washington,2022-03-01T00:00:00-05:00,38.923724,-77.052,108,3,Marriott Hotels,8,Walmart,43
zzw-222@63r-6np-249,Chipotle Mexican Grill,2600 Connecticut Ave NW Ste 200,Washington,2022-03-01T00:00:00-05:00,38.923724,-77.052,108,4,Elevation Burger,6,CVS,38
zzw-222@63r-6np-249,Chipotle Mexican Grill,2600 Connecticut Ave NW Ste 200,Washington,2022-03-01T00:00:00-05:00,38.923724,-77.052,108,5,Motto by Hilton,5,Chick-fil-A,36
zzw-222@8g7-44k-9j9,Chipotle Mexican Grill,3999 Austell Rd,Austell,2021-11-01T00:00:00-04:00,33.855531,-84.5993,457,1,RaceTrac,16,Walmart,65
zzw-222@8g7-44k-9j9,Chipotle Mexican Grill,3999 Austell Rd,Austell,2021-11-01T00:00:00-04:00,33.855531,-84.5993,457,2,Walmart,15,Chick-fil-A,62
zzw-222@8g7-44k-9j9,Chipotle Mexican Grill,3999 Austell Rd,Austell,2021-11-01T00:00:00-04:00,33.855531,-84.5993,457,3,McDonald's,13,RaceTrac,61
zzw-222@8g7-44k-9j9,Chipotle Mexican Grill,3999 Austell Rd,Austell,2021-11-01T00:00:00-04:00,33.855531,-84.5993,457,4,QuikTrip,9,McDonald's,61
zzw-222@8g7-44k-9j9,Chipotle Mexican Grill,3999 Austell Rd,Austell,2021-11-01T00:00:00-04:00,33.855531,-84.5993,457,5,Chick-fil-A,7,QuikTrip,51
222-222@8dk-nc4-dvz,Chipotle Mexican Grill,97 N Cattlemen Rd,Sarasota,2019-04-01T00:00:00-04:00,27.387623,-82.458131,327,1,Target,16,Walmart,57
222-222@8dk-nc4-dvz,Chipotle Mexican Grill,97 N Cattlemen Rd,Sarasota,2019-04-01T00:00:00-04:00,27.387623,-82.458131,327,2,Tesla Motors,13,Publix Super Markets,49
222-222@8dk-nc4-dvz,Chipotle Mexican Grill,97 N Cattlemen Rd,Sarasota,2019-04-01T00:00:00-04:00,27.387623,-82.458131,327,3,GameStop,6,Tesla Motors,49
222-222@8dk-nc4-dvz,Chipotle Mexican Grill,97 N Cattlemen Rd,Sarasota,2019-04-01T00:00:00-04:00,27.387623,-82.458131,327,4,Starbucks,6,Target,48
222-222@8dk-nc4-dvz,Chipotle Mexican Grill,97 N Cattlemen Rd,Sarasota,2019-04-01T00:00:00-04:00,27.387623,-82.458131,327,5,Walmart,5,Starbucks,43
222-223@63j-8zn-jqf,Chipotle Mexican Grill,7903 Crossings of Beckett Dr,Beckett Ridge,2020-04-01T00:00:00-04:00,39.360216,-84.460196,318,1,Kroger Fuel Center,13,Kroger Fuel Center,58
222-223@63j-8zn-jqf,Chipotle Mexican Grill,7903 Crossings of Beckett Dr,Beckett Ridge,2020-04-01T00:00:00-04:00,39.360216,-84.460196,318,2,McDonald's,11,McDonald's,47
222-223@63j-8zn-jqf,Chipotle Mexican Grill,7903 Crossings of Beckett Dr,Beckett Ridge,2020-04-01T00:00:00-04:00,39.360216,-84.460196,318,3,UDF (United Dairy Farmers),4,Walmart,41
222-223@63j-8zn-jqf,Chipotle Mexican Grill,7903 Crossings of Beckett Dr,Beckett Ridge,2020-04-01T00:00:00-04:00,39.360216,-84.460196,318,4,Walmart,3,UDF (United Dairy Farmers),36
222-223@63j-8zn-jqf,Chipotle Mexican Grill,7903 Crossings of Beckett Dr,Beckett Ridge,2020-04-01T00:00:00-04:00,39.360216,-84.460196,318,5,Shell Oil,3,Chick-fil-A,31
zzw-223@5nz-vjf-xt9,Chipotle Mexican Grill,3737 Merle Hay Rd Ste 100,Des Moines,2021-11-01T00:00:00-05:00,41.628867,-93.697242,423,1,Casey's General Stores,11,Casey's General Stores,61
zzw-223@5nz-vjf-xt9,Chipotle Mexican Grill,3737 Merle Hay Rd Ste 100,Des Moines,2021-11-01T00:00:00-05:00,41.628867,-93.697242,423,2,Walmart,9,McDonald's,60
zzw-223@5nz-vjf-xt9,Chipotle Mexican Grill,3737 Merle Hay Rd Ste 100,Des Moines,2021-11-01T00:00:00-05:00,41.628867,-93.697242,423,3,McDonald's,8,Walmart,57
zzw-223@5nz-vjf-xt9,Chipotle Mexican Grill,3737 Merle Hay Rd Ste 100,Des Moines,2021-11-01T00:00:00-05:00,41.628867,-93.697242,423,4,Target,5,Kum & Go,43
zzw-223@5nz-vjf-xt9,Chipotle Mexican Grill,3737 Merle Hay Rd Ste 100,Des Moines,2021-11-01T00:00:00-05:00,41.628867,-93.697242,423,5,Starbucks,5,Target,38
zzw-223@63r-bv9-td9,Chipotle Mexican Grill,10150 Reisterstown Rd,Garrison,2020-04-01T00:00:00-04:00,39.412702,-76.772287,89,1,McDonald's,15,Chick-fil-A,64
zzw-223@63r-bv9-td9,Chipotle Mexican Grill,10150 Reisterstown Rd,Garrison,2020-04-01T00:00:00-04:00,39.412702,-76.772287,89,2,Chick-fil-A,13,Walmart,59
zzw-223@63r-bv9-td9,Chipotle Mexican Grill,10150 Reisterstown Rd,Garrison,2020-04-01T00:00:00-04:00,39.412702,-76.772287,89,3,Walmart,10,McDonald's,51
zzw-223@63r-bv9-td9,Chipotle Mexican Grill,10150 Reisterstown Rd,Garrison,2020-04-01T00:00:00-04:00,39.412702,-76.772287,89,4,Petco,6,Target,35
zzw-223@63r-bv9-td9,Chipotle Mexican Grill,10150 Reisterstown Rd,Garrison,2020-04-01T00:00:00-04:00,39.412702,-76.772287,89,5,Buffalo Wild Wings,6,Spencer's,27
223-222@5pw-624-bzf,Chipotle Mexican Grill,233 W Lake St,Chicago,2019-07-01T00:00:00-05:00,41.885576,-87.635232,453,1,Dunkin',6,McDonald's,38
223-222@5pw-624-bzf,Chipotle Mexican Grill,233 W Lake St,Chicago,2019-07-01T00:00:00-05:00,41.885576,-87.635232,453,2,7-Eleven,4,Starbucks,37
223-222@5pw-624-bzf,Chipotle Mexican Grill,233 W Lake St,Chicago,2019-07-01T00:00:00-05:00,41.885576,-87.635232,453,3,McDonald's,3,Dunkin',32
223-222@5pw-624-bzf,Chipotle Mexican Grill,233 W Lake St,Chicago,2019-07-01T00:00:00-05:00,41.885576,-87.635232,453,4,Potbelly Sandwich Works,3,Walgreens,25
223-222@5pw-624-bzf,Chipotle Mexican Grill,233 W Lake St,Chicago,2019-07-01T00:00:00-05:00,41.885576,-87.635232,453,5,Starbucks,3,BP,23
223-222@5qv-xjj-j9z,Chipotle Mexican Grill,340 Coit Rd Ste A,Plano,2021-02-01T00:00:00-06:00,33.002131,-96.767114,66,1,Walmart,15,Walmart,56
223-222@5qv-xjj-j9z,Chipotle Mexican Grill,340 Coit Rd Ste A,Plano,2021-02-01T00:00:00-06:00,33.002131,-96.767114,66,2,McDonald's,14,Target,43
223-222@5qv-xjj-j9z,Chipotle Mexican Grill,340 Coit Rd Ste A,Plano,2021-02-01T00:00:00-06:00,33.002131,-96.767114,66,3,Starbucks,9,Starbucks,41
223-222@5qv-xjj-j9z,Chipotle Mexican Grill,340 Coit Rd Ste A,Plano,2021-02-01T00:00:00-06:00,33.002131,-96.767114,66,4,7-Eleven,6,Whataburger,39
223-222@5qv-xjj-j9z,Chipotle Mexican Grill,340 Coit Rd Ste A,Plano,2021-02-01T00:00:00-06:00,33.002131,-96.767114,66,5,Panda Express,6,McDonald's,38
226-222@8fy-f26-pd9,Chipotle Mexican Grill,3317 Daniels Rd Ste 102,Winter Garden,2021-07-01T00:00:00-04:00,28.520946,-81.586778,1116,1,Target,11,McDonald's,65
226-222@8fy-f26-pd9,Chipotle Mexican Grill,3317 Daniels Rd Ste 102,Winter Garden,2021-07-01T00:00:00-04:00,28.520946,-81.586778,1116,2,Speedway,8,Target,56
226-222@8fy-f26-pd9,Chipotle Mexican Grill,3317 Daniels Rd Ste 102,Winter Garden,2021-07-01T00:00:00-04:00,28.520946,-81.586778,1116,3,McDonald's,7,Walmart,55
226-222@8fy-f26-pd9,Chipotle Mexican Grill,3317 Daniels Rd Ste 102,Winter Garden,2021-07-01T00:00:00-04:00,28.520946,-81.586778,1116,4,Walmart,6,Chick-fil-A,54
226-222@8fy-f26-pd9,Chipotle Mexican Grill,3317 Daniels Rd Ste 102,Winter Garden,2021-07-01T00:00:00-04:00,28.520946,-81.586778,1116,5,Chick-fil-A,6,7-Eleven,49
223-222@63s-t8s-qpv,Chipotle Mexican Grill,997 W Patrick St,Frederick,2019-12-01T00:00:00-05:00,39.416484,-77.437964,686,1,Walmart,5,McDonald's,59
223-222@63s-t8s-qpv,Chipotle Mexican Grill,997 W Patrick St,Frederick,2019-12-01T00:00:00-05:00,39.416484,-77.437964,686,2,McDonald's,4,Walmart,59
223-222@63s-t8s-qpv,Chipotle Mexican Grill,997 W Patrick St,Frederick,2019-12-01T00:00:00-05:00,39.416484,-77.437964,686,3,Planet Fitness,4,Sheetz,36
223-222@63s-t8s-qpv,Chipotle Mexican Grill,997 W Patrick St,Frederick,2019-12-01T00:00:00-05:00,39.416484,-77.437964,686,4,Wawa,3,CVS,36
223-222@63s-t8s-qpv,Chipotle Mexican Grill,997 W Patrick St,Frederick,2019-12-01T00:00:00-05:00,39.416484,-77.437964,686,5,Sheetz,3,Chick-fil-A,34
zzw-224@8fw-2hy-rtv,Chipotle Mexican Grill,4220 N State Road 7,Coral Springs,2020-06-01T00:00:00-04:00,26.283488,-80.202644,387,1,Jersey Mike's,7,Walmart,59
zzw-224@8fw-2hy-rtv,Chipotle Mexican Grill,4220 N State Road 7,Coral Springs,2020-06-01T00:00:00-04:00,26.283488,-80.202644,387,2,Walmart,6,McDonald's,53
zzw-224@8fw-2hy-rtv,Chipotle Mexican Grill,4220 N State Road 7,Coral Springs,2020-06-01T00:00:00-04:00,26.283488,-80.202644,387,3,Target,6,Target,44
zzw-224@8fw-2hy-rtv,Chipotle Mexican Grill,4220 N State Road 7,Coral Springs,2020-06-01T00:00:00-04:00,26.283488,-80.202644,387,4,McDonald's,6,Publix Super Markets,43
zzw-224@8fw-2hy-rtv,Chipotle Mexican Grill,4220 N State Road 7,Coral Springs,2020-06-01T00:00:00-04:00,26.283488,-80.202644,387,5,Wawa,5,Chevron,35
zzw-222@5pk-8gm-jqf,Chipotle Mexican Grill,2579 Wabash Ave,Springfield,2021-04-01T00:00:00-05:00,39.764487,-89.704356,383,1,Simon mall,100,Simon mall,100
zzw-222@5pk-8gm-jqf,Chipotle Mexican Grill,2579 Wabash Ave,Springfield,2021-04-01T00:00:00-05:00,39.764487,-89.704356,383,2,Noodles & Company,21,McDonald's,70
zzw-222@5pk-8gm-jqf,Chipotle Mexican Grill,2579 Wabash Ave,Springfield,2021-04-01T00:00:00-05:00,39.764487,-89.704356,383,3,McDonald's,11,Walmart,66
zzw-222@5pk-8gm-jqf,Chipotle Mexican Grill,2579 Wabash Ave,Springfield,2021-04-01T00:00:00-05:00,39.764487,-89.704356,383,4,Walmart,9,Casey's General Stores,49
zzw-222@5pk-8gm-jqf,Chipotle Mexican Grill,2579 Wabash Ave,Springfield,2021-04-01T00:00:00-05:00,39.764487,-89.704356,383,5,Starbucks,8,Walgreens,48
224-222@5pq-zcz-xwk,Chipotle Mexican Grill,2540 Broadway Bluffs Dr Ste 101,Columbia,2020-10-01T00:00:00-05:00,38.947407,-92.300055,885,1,Walmart,12,Walmart,71
224-222@5pq-zcz-xwk,Chipotle Mexican Grill,2540 Broadway Bluffs Dr Ste 101,Columbia,2020-10-01T00:00:00-05:00,38.947407,-92.300055,885,2,McDonald's,7,McDonald's,56
224-222@5pq-zcz-xwk,Chipotle Mexican Grill,2540 Broadway Bluffs Dr Ste 101,Columbia,2020-10-01T00:00:00-05:00,38.947407,-92.300055,885,3,Break Time,6,Break Time,39
224-222@5pq-zcz-xwk,Chipotle Mexican Grill,2540 Broadway Bluffs Dr Ste 101,Columbia,2020-10-01T00:00:00-05:00,38.947407,-92.300055,885,4,Sam's Club,5,Taco Bell,37
224-222@5pq-zcz-xwk,Chipotle Mexican Grill,2540 Broadway Bluffs Dr Ste 101,Columbia,2020-10-01T00:00:00-05:00,38.947407,-92.300055,885,5,Starbucks,5,Sonic,35
226-222@63j-8k8-z75,Chipotle Mexican Grill,8154 Montgomery Rd Unit 4,Madeira,2020-08-01T00:00:00-04:00,39.204021,-84.368016,218,1,Pottery Barn Kids,8,Kroger,58
226-222@63j-8k8-z75,Chipotle Mexican Grill,8154 Montgomery Rd Unit 4,Madeira,2020-08-01T00:00:00-04:00,39.204021,-84.368016,218,2,McDonald's,7,McDonald's,53
226-222@63j-8k8-z75,Chipotle Mexican Grill,8154 Montgomery Rd Unit 4,Madeira,2020-08-01T00:00:00-04:00,39.204021,-84.368016,218,3,Kroger,5,UDF (United Dairy Farmers),44
226-222@63j-8k8-z75,Chipotle Mexican Grill,8154 Montgomery Rd Unit 4,Madeira,2020-08-01T00:00:00-04:00,39.204021,-84.368016,218,4,UDF (United Dairy Farmers),5,Target,43
226-222@63j-8k8-z75,Chipotle Mexican Grill,8154 Montgomery Rd Unit 4,Madeira,2020-08-01T00:00:00-04:00,39.204021,-84.368016,218,5,Target,4,Walmart,40
22s-222@627-wff-d7q,Chipotle Mexican Grill,463 86th St,Brooklyn,2019-01-01T00:00:00-05:00,40.622072,-74.026709,477,1,McDonald's,6,McDonald's,43
22s-222@627-wff-d7q,Chipotle Mexican Grill,463 86th St,Brooklyn,2019-01-01T00:00:00-05:00,40.622072,-74.026709,477,2,Dunkin',4,Dunkin',40
22s-222@627-wff-d7q,Chipotle Mexican Grill,463 86th St,Brooklyn,2019-01-01T00:00:00-05:00,40.622072,-74.026709,477,3,New York Sports Club,4,Starbucks,32
22s-222@627-wff-d7q,Chipotle Mexican Grill,463 86th St,Brooklyn,2019-01-01T00:00:00-05:00,40.622072,-74.026709,477,4,Starbucks,4,BP,22
22s-222@627-wff-d7q,Chipotle Mexican Grill,463 86th St,Brooklyn,2019-01-01T00:00:00-05:00,40.622072,-74.026709,477,5,T.J. Maxx,3,Wendy's,20
222-222@5qc-x6v-2c5,Chipotle Mexican Grill,715 E University Pkwy,Orem,2019-05-01T00:00:00-06:00,40.27354,-111.678715,452,1,Walmart,8,Walmart,67
222-222@5qc-x6v-2c5,Chipotle Mexican Grill,715 E University Pkwy,Orem,2019-05-01T00:00:00-06:00,40.27354,-111.678715,452,2,Vasa Fitness,6,McDonald's,45
222-222@5qc-x6v-2c5,Chipotle Mexican Grill,715 E University Pkwy,Orem,2019-05-01T00:00:00-06:00,40.27354,-111.678715,452,3,Costco,5,Chevron,42
222-222@5qc-x6v-2c5,Chipotle Mexican Grill,715 E University Pkwy,Orem,2019-05-01T00:00:00-06:00,40.27354,-111.678715,452,4,McDonald's,5,Costco,40
222-222@5qc-x6v-2c5,Chipotle Mexican Grill,715 E University Pkwy,Orem,2019-05-01T00:00:00-06:00,40.27354,-111.678715,452,5,Build A Bear Workshop,4,Target,36
226-222@63h-j3z-gp9,Chipotle Mexican Grill,6759 Miller Ln,Dayton,2021-11-01T00:00:00-04:00,39.845579,-84.192831,303,1,Speedway,11,McDonald's,73
226-222@63h-j3z-gp9,Chipotle Mexican Grill,6759 Miller Ln,Dayton,2021-11-01T00:00:00-04:00,39.845579,-84.192831,303,2,Walmart,10,Speedway,69
226-222@63h-j3z-gp9,Chipotle Mexican Grill,6759 Miller Ln,Dayton,2021-11-01T00:00:00-04:00,39.845579,-84.192831,303,3,McDonald's,9,Walmart,65
226-222@63h-j3z-gp9,Chipotle Mexican Grill,6759 Miller Ln,Dayton,2021-11-01T00:00:00-04:00,39.845579,-84.192831,303,4,Kroger,6,Kroger,57
226-222@63h-j3z-gp9,Chipotle Mexican Grill,6759 Miller Ln,Dayton,2021-11-01T00:00:00-04:00,39.845579,-84.192831,303,5,Sam's Club,6,Taco Bell,41
224-222@5sb-782-w8v,Chipotle Mexican Grill,412 S Randall Rd,Algonquin,2020-09-01T00:00:00-05:00,42.171623,-88.335883,114,1,Walmart,7,McDonald's,59
224-222@5sb-782-w8v,Chipotle Mexican Grill,412 S Randall Rd,Algonquin,2020-09-01T00:00:00-05:00,42.171623,-88.335883,114,2,Target,7,Starbucks,46
224-222@5sb-782-w8v,Chipotle Mexican Grill,412 S Randall Rd,Algonquin,2020-09-01T00:00:00-05:00,42.171623,-88.335883,114,3,McDonald's,7,Walmart,43
